;;;;hsa04917; ; ;hsa04610; ; ;hsa04145; ; ;hsa04380; ; ;hsa04666; ; ;hsa04340; ; ;hsa03050; ; ;hsa04621; ; ;hsa04152; ; ;hsa04066; ; ;hsa05100; ; ;hsa04650; ; ;hsa04662; ; ;hsa04060; ; ;hsa04120; ; ;hsa04330; ; ;hsa04151; ; ;hsa04520; ; ;hsa04660; ; ;hsa04110; ; ;hsa04068; ; ;hsa04530; ; ;hsa04210; ; ;hsa04640; ; ;hsa04140; ; ;hsa04510; ; ;hsa04150; ; ;hsa04144; ; ;hsa04014; ; ;hsa04350; ; ;hsa04062; ; ;hsa04630; ; ;hsa04620; ; ;hsa04310; ; ;hsa04010; ; ;hsa04810; ; ;hsa04612; ; ;hsa04064; ; ;hsa04722; ; 
mirnaname;type;hostgene;Link to target;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget
"hsa-mir-149";"intra";"GPC1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-149/";"0";"37";"1";"0";"36";"0";"0";"27";"0";"0";"45";"1";"0";"28";"0";"0";"14";"1";"0";"17";"0";"0";"25";"0";"0";"49";"1";"0";"62";"1";"0";"28";"0";"0";"42";"1";"0";"31";"1";"0";"129";"1";"0";"50";"1";"0";"17";"0";"0";"77";"1";"0";"33";"1";"0";"56";"1";"0";"58";"2";"0";"55";"1";"0";"29";"0";"0";"46";"1";"0";"47";"0";"0";"15";"0";"0";"52";"1";"0";"38";"0";"0";"52";"1";"0";"43";"1";"0";"30";"1";"0";"30";"1";"0";"33";"1";"0";"40";"0";"0";"46";"1";"0";"69";"1";"0";"40";"1";"0";"26";"1";"0";"63";"1";"0";"57";"1"
"hsa-mir-150";"inter";"RPS11";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-150/";"0";"29";"0";"0";"24";"0";"0";"24";"0";"0";"30";"0";"0";"14";"0";"0";"10";"0";"0";"10";"0";"0";"21";"0";"0";"36";"0";"0";"46";"1";"0";"18";"0";"0";"33";"0";"0";"26";"0";"0";"88";"2";"0";"39";"0";"0";"13";"0";"0";"55";"2";"0";"31";"0";"0";"37";"0";"0";"58";"1";"0";"54";"0";"0";"26";"0";"0";"33";"0";"0";"32";"0";"0";"10";"0";"0";"34";"0";"0";"33";"1";"0";"40";"0";"0";"26";"0";"0";"28";"0";"0";"26";"0";"0";"26";"0";"0";"31";"1";"0";"35";"0";"0";"62";"0";"0";"34";"0";"0";"14";"0";"0";"39";"1";"0";"39";"0"
"hsa-mir-184";"inter";"LOC729911";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-184/";"0";"3";"0";"0";"3";"0";"0";"0";"0";"0";"2";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"4";"0";"0";"3";"0";"0";"0";"0";"0";"4";"0";"0";"5";"1";"0";"4";"0";"0";"2";"0";"0";"3";"0";"0";"4";"0";"0";"3";"1";"0";"4";"0";"0";"2";"0";"0";"1";"0";"0";"4";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"4";"0";"0";"4";"0";"0";"1";"0";"0";"2";"0";"0";"2";"0";"0";"0";"0";"0";"4";"0";"0";"5";"0";"0";"1";"0";"0";"0";"0";"0";"4";"1";"0";"2";"0"
"hsa-mir-185";"intra";"C22orf25";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-185/";"0";"36";"0";"0";"32";"0";"0";"28";"0";"0";"41";"0";"0";"27";"1";"0";"9";"0";"0";"14";"0";"0";"26";"0";"0";"39";"0";"0";"52";"0";"0";"28";"2";"0";"34";"0";"0";"27";"0";"0";"101";"0";"0";"47";"0";"0";"19";"0";"0";"66";"0";"0";"37";"2";"0";"46";"1";"0";"63";"1";"0";"51";"0";"0";"34";"2";"0";"38";"0";"0";"36";"0";"0";"10";"0";"0";"45";"2";"0";"37";"0";"0";"48";"2";"0";"40";"2";"0";"31";"1";"0";"31";"2";"0";"31";"0";"0";"40";"0";"0";"43";"1";"0";"68";"0";"0";"43";"2";"0";"22";"0";"0";"51";"0";"0";"52";"3"
"hsa-mir-186";"intra";"ZRANB2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-186/";"0";"43";"1";"0";"41";"0";"0";"37";"0";"0";"46";"0";"0";"34";"0";"0";"15";"0";"0";"16";"0";"0";"32";"0";"0";"45";"1";"0";"56";"0";"0";"36";"0";"0";"43";"0";"0";"34";"0";"0";"126";"1";"0";"51";"0";"0";"19";"0";"0";"67";"0";"0";"45";"0";"0";"48";"0";"0";"79";"0";"0";"69";"0";"0";"42";"0";"0";"35";"0";"0";"44";"0";"0";"15";"0";"0";"48";"0";"0";"37";"0";"0";"60";"0";"0";"47";"0";"0";"41";"0";"0";"36";"0";"0";"44";"0";"0";"39";"0";"0";"42";"0";"0";"74";"0";"0";"47";"0";"0";"26";"0";"0";"48";"0";"0";"51";"0"
"hsa-mir-188";"intra";"CLCN5";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-188/";"0";"26";"0";"0";"19";"0";"0";"20";"0";"0";"28";"0";"0";"18";"0";"0";"8";"0";"0";"7";"0";"0";"17";"0";"0";"20";"0";"0";"31";"0";"0";"16";"0";"0";"30";"0";"0";"19";"0";"0";"71";"0";"0";"35";"1";"0";"10";"0";"0";"41";"0";"0";"23";"0";"0";"28";"0";"0";"49";"0";"0";"44";"0";"0";"23";"0";"0";"27";"0";"0";"24";"0";"0";"10";"0";"0";"32";"0";"0";"18";"0";"0";"33";"0";"0";"30";"0";"0";"24";"0";"0";"22";"0";"0";"20";"0";"0";"25";"0";"0";"32";"0";"0";"61";"0";"0";"31";"0";"0";"14";"0";"0";"32";"1";"0";"35";"0"
"hsa-mir-190a";"intra";"TLN2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-190a/";"0";"8";"0";"0";"12";"0";"0";"9";"0";"0";"8";"0";"0";"5";"0";"0";"4";"0";"0";"5";"0";"0";"5";"0";"0";"11";"0";"0";"13";"0";"0";"4";"0";"0";"6";"0";"0";"6";"0";"0";"23";"0";"0";"7";"0";"0";"3";"0";"0";"10";"1";"0";"8";"0";"0";"9";"0";"0";"15";"1";"0";"17";"1";"0";"5";"0";"0";"8";"0";"0";"8";"0";"0";"4";"0";"0";"8";"0";"0";"7";"0";"0";"14";"0";"0";"5";"0";"0";"8";"0";"0";"5";"0";"0";"7";"0";"0";"6";"0";"0";"11";"0";"0";"13";"0";"0";"12";"0";"0";"6";"0";"0";"12";"0";"0";"7";"0"
"hsa-mir-193a";"inter";"RAB11FIP4";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-193a/";"0";"19";"1";"0";"20";"0";"0";"15";"1";"0";"21";"1";"0";"16";"1";"0";"7";"0";"0";"9";"1";"0";"16";"0";"0";"20";"1";"0";"25";"1";"0";"14";"2";"0";"18";"1";"0";"15";"0";"0";"68";"1";"0";"33";"2";"0";"11";"1";"0";"36";"4";"0";"21";"1";"0";"22";"0";"0";"38";"2";"0";"28";"1";"0";"19";"1";"0";"19";"1";"0";"18";"1";"0";"6";"0";"0";"25";"2";"0";"17";"0";"0";"25";"1";"0";"22";"0";"0";"13";"1";"0";"17";"2";"0";"17";"2";"0";"18";"1";"0";"27";"1";"0";"36";"1";"0";"28";"2";"0";"10";"1";"0";"24";"1";"0";"25";"2"
"hsa-mir-194-1";"intra";"IARS2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-194-1/";"0";"13";"0";"0";"8";"0";"0";"10";"1";"0";"13";"1";"0";"11";"1";"0";"4";"0";"0";"4";"0";"0";"7";"0";"0";"15";"1";"0";"17";"0";"0";"11";"1";"0";"12";"1";"0";"10";"1";"0";"28";"0";"0";"21";"0";"0";"4";"0";"0";"22";"1";"0";"12";"2";"0";"11";"0";"0";"20";"0";"0";"19";"1";"0";"16";"0";"0";"10";"0";"0";"16";"0";"0";"3";"0";"0";"13";"1";"0";"14";"0";"0";"17";"0";"0";"13";"1";"0";"13";"0";"0";"9";"1";"0";"9";"0";"0";"11";"1";"0";"17";"1";"0";"31";"1";"0";"13";"1";"0";"11";"0";"0";"14";"0";"0";"15";"1"
"hsa-mir-195";"inter";"RNASEK-C17orf49";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-195/";"0";"38";"0";"0";"33";"0";"0";"28";"0";"0";"36";"0";"0";"21";"0";"0";"11";"0";"0";"14";"0";"0";"22";"0";"0";"41";"0";"0";"51";"2";"0";"22";"0";"0";"27";"0";"0";"24";"0";"0";"109";"1";"0";"51";"1";"0";"10";"0";"0";"61";"3";"0";"36";"0";"0";"40";"0";"0";"66";"1";"0";"53";"1";"0";"28";"0";"0";"30";"1";"0";"37";"0";"0";"16";"0";"0";"37";"1";"0";"34";"1";"0";"42";"0";"0";"40";"0";"0";"31";"0";"0";"32";"0";"0";"32";"1";"0";"39";"0";"0";"38";"0";"0";"64";"1";"0";"42";"0";"0";"17";"0";"0";"36";"1";"0";"49";"2"
"hsa-mir-206";"inter";"IL17A";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-206/";"0";"20";"2";"0";"16";"1";"0";"12";"1";"0";"15";"1";"0";"19";"1";"0";"7";"1";"0";"4";"1";"0";"12";"1";"0";"15";"1";"0";"27";"1";"0";"16";"2";"0";"17";"1";"0";"14";"1";"0";"49";"2";"0";"20";"1";"0";"7";"1";"0";"28";"1";"0";"24";"2";"0";"22";"1";"0";"28";"1";"0";"20";"1";"0";"15";"1";"0";"16";"1";"0";"17";"1";"0";"6";"1";"0";"25";"1";"0";"17";"1";"0";"21";"1";"0";"24";"1";"0";"16";"1";"0";"18";"1";"0";"21";"1";"0";"14";"1";"0";"20";"1";"0";"33";"1";"0";"23";"1";"0";"6";"1";"0";"18";"1";"0";"27";"1"
"hsa-mir-320a";"inter";"POLR3D";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-320a/";"0";"33";"0";"0";"25";"0";"0";"22";"1";"0";"30";"0";"0";"22";"0";"0";"11";"0";"0";"13";"0";"0";"20";"0";"0";"34";"0";"0";"37";"1";"0";"24";"0";"0";"26";"0";"0";"19";"0";"0";"62";"0";"0";"39";"0";"0";"14";"0";"0";"43";"1";"0";"29";"0";"0";"29";"0";"0";"48";"0";"0";"42";"0";"0";"25";"0";"0";"28";"0";"0";"27";"1";"0";"9";"0";"0";"33";"0";"0";"25";"0";"0";"43";"1";"0";"28";"0";"0";"28";"0";"0";"30";"0";"0";"19";"1";"0";"30";"0";"0";"35";"0";"0";"54";"0";"0";"32";"0";"0";"17";"0";"0";"34";"0";"0";"37";"0"
"hsa-mir-200c";"inter";"PHB2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-200c/";"0";"27";"0";"0";"19";"0";"0";"18";"1";"0";"29";"0";"0";"16";"0";"0";"8";"0";"0";"11";"0";"0";"17";"0";"0";"29";"0";"0";"36";"0";"0";"19";"2";"0";"20";"0";"0";"16";"0";"0";"57";"0";"0";"34";"1";"0";"14";"1";"0";"54";"0";"0";"29";"1";"0";"28";"0";"0";"51";"0";"0";"40";"0";"0";"31";"0";"0";"22";"0";"0";"22";"0";"0";"5";"0";"0";"30";"0";"0";"26";"0";"0";"32";"0";"0";"31";"0";"0";"26";"0";"0";"18";"0";"0";"27";"0";"0";"27";"0";"0";"30";"0";"0";"49";"0";"0";"35";"1";"0";"14";"0";"0";"29";"1";"0";"45";"0"
"hsa-mir-155";"inter";"LINC00515";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-155/";"0";"28";"4";"0";"22";"1";"0";"25";"3";"0";"36";"5";"0";"19";"3";"0";"10";"2";"0";"10";"1";"0";"17";"3";"0";"29";"2";"0";"37";"4";"0";"15";"3";"0";"28";"4";"0";"26";"2";"0";"62";"6";"0";"38";"5";"0";"7";"1";"0";"50";"6";"0";"26";"5";"0";"34";"4";"0";"43";"4";"0";"40";"5";"0";"24";"4";"0";"27";"3";"0";"27";"1";"0";"8";"2";"0";"26";"3";"0";"29";"2";"0";"37";"6";"0";"26";"4";"0";"26";"4";"0";"21";"3";"0";"22";"2";"0";"30";"5";"0";"30";"4";"0";"47";"4";"0";"29";"3";"0";"20";"1";"0";"37";"4";"0";"32";"5"
"hsa-mir-181b-2";"intra";"NR6A1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-181b-2/";"0";"31";"1";"0";"25";"0";"0";"18";"0";"0";"33";"1";"0";"20";"0";"0";"12";"0";"0";"14";"0";"0";"21";"0";"0";"36";"0";"0";"42";"1";"0";"19";"0";"0";"29";"0";"0";"23";"0";"0";"74";"0";"0";"35";"0";"0";"12";"0";"0";"47";"1";"0";"30";"1";"0";"32";"0";"0";"54";"0";"0";"47";"1";"0";"25";"0";"0";"27";"1";"0";"28";"0";"0";"12";"0";"0";"31";"1";"0";"28";"0";"0";"44";"0";"0";"33";"0";"0";"28";"0";"0";"17";"0";"0";"27";"1";"0";"28";"0";"0";"32";"1";"0";"52";"1";"0";"29";"0";"0";"18";"0";"0";"39";"1";"0";"35";"1"
"hsa-mir-194-2";"inter";"ATG2A";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-194-2/";"0";"32";"0";"0";"18";"0";"0";"19";"1";"0";"26";"1";"0";"17";"1";"0";"7";"0";"0";"11";"0";"0";"14";"0";"0";"30";"1";"0";"38";"0";"0";"21";"1";"0";"30";"1";"0";"20";"1";"0";"74";"0";"0";"38";"0";"0";"9";"0";"0";"47";"1";"0";"25";"2";"0";"27";"0";"0";"46";"0";"0";"38";"1";"0";"21";"0";"0";"28";"0";"0";"26";"0";"0";"7";"0";"0";"34";"1";"0";"23";"0";"0";"38";"0";"0";"32";"1";"0";"24";"0";"0";"23";"1";"0";"26";"0";"0";"23";"1";"0";"33";"1";"0";"58";"1";"0";"32";"1";"0";"16";"0";"0";"25";"0";"0";"39";"1"
"hsa-mir-106b";"intra";"MCM7";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-106b/";"0";"28";"3";"0";"24";"0";"0";"23";"0";"0";"33";"1";"0";"19";"0";"0";"10";"1";"0";"8";"0";"0";"21";"0";"0";"22";"2";"0";"38";"3";"0";"15";"0";"0";"29";"1";"0";"21";"1";"0";"77";"2";"0";"41";"3";"0";"11";"0";"0";"45";"6";"0";"25";"1";"0";"32";"2";"1";"49";"7";"0";"42";"5";"0";"23";"1";"0";"30";"1";"0";"20";"0";"0";"13";"0";"0";"30";"3";"0";"21";"2";"0";"33";"1";"0";"28";"1";"0";"22";"2";"0";"24";"1";"0";"25";"3";"0";"28";"0";"0";"27";"2";"0";"52";"2";"0";"28";"1";"0";"14";"1";"0";"36";"1";"0";"41";"2"
"hsa-mir-29c";"inter";"CD46";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-29c/";"0";"20";"0";"0";"14";"1";"0";"13";"0";"0";"22";"0";"0";"13";"0";"0";"7";"0";"0";"9";"0";"0";"15";"0";"0";"31";"0";"0";"28";"2";"0";"15";"0";"0";"17";"0";"0";"14";"0";"0";"56";"0";"0";"25";"0";"0";"10";"0";"0";"35";"2";"0";"19";"0";"0";"21";"0";"0";"31";"0";"0";"27";"0";"0";"18";"0";"0";"23";"1";"0";"15";"0";"0";"8";"0";"0";"25";"1";"0";"19";"0";"0";"29";"0";"0";"20";"0";"0";"16";"0";"0";"15";"0";"0";"15";"2";"0";"19";"0";"0";"19";"0";"0";"32";"0";"0";"23";"0";"0";"14";"0";"0";"27";"1";"0";"28";"1"
"hsa-mir-30c-1";"intra";"NFYC";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-30c-1/";"0";"31";"0";"0";"27";"1";"0";"31";"0";"0";"36";"0";"0";"26";"0";"0";"15";"0";"0";"11";"0";"0";"20";"0";"0";"34";"0";"0";"46";"1";"0";"26";"0";"0";"38";"0";"0";"25";"0";"0";"97";"0";"0";"52";"1";"0";"18";"0";"0";"55";"0";"0";"36";"0";"0";"30";"0";"0";"60";"0";"0";"54";"0";"0";"30";"0";"0";"36";"0";"0";"36";"0";"0";"15";"0";"0";"32";"0";"0";"27";"0";"0";"47";"0";"0";"32";"0";"0";"29";"0";"0";"24";"0";"0";"28";"0";"0";"31";"0";"0";"35";"0";"0";"63";"0";"0";"39";"0";"0";"20";"0";"0";"48";"1";"0";"45";"0"
"hsa-mir-200a";"inter";"TTLL10";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-200a/";"0";"30";"1";"0";"22";"0";"0";"22";"1";"0";"33";"0";"0";"17";"0";"0";"11";"0";"0";"14";"1";"0";"26";"0";"0";"36";"0";"0";"38";"1";"0";"23";"2";"0";"26";"0";"0";"18";"0";"0";"80";"0";"0";"41";"0";"0";"12";"0";"0";"55";"0";"0";"30";"2";"0";"28";"0";"0";"53";"0";"0";"48";"0";"0";"30";"1";"0";"31";"0";"0";"29";"1";"0";"12";"0";"0";"33";"1";"0";"27";"0";"0";"38";"1";"0";"32";"0";"0";"30";"0";"0";"25";"0";"0";"27";"0";"0";"28";"0";"0";"38";"2";"0";"68";"0";"0";"31";"0";"0";"16";"0";"0";"38";"1";"0";"46";"0"
"hsa-mir-101-2";"intra";"RCL1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-101-2/";"0";"17";"1";"0";"15";"0";"0";"14";"0";"0";"23";"2";"0";"16";"0";"0";"9";"0";"0";"7";"0";"0";"12";"1";"0";"16";"0";"0";"25";"1";"0";"13";"0";"0";"13";"0";"0";"17";"1";"0";"38";"2";"0";"22";"1";"0";"11";"0";"0";"33";"2";"0";"21";"1";"0";"21";"2";"0";"29";"2";"0";"30";"2";"0";"17";"1";"0";"19";"3";"0";"13";"1";"0";"6";"0";"0";"23";"1";"0";"16";"0";"0";"24";"0";"0";"27";"0";"0";"16";"0";"0";"18";"0";"0";"14";"1";"0";"22";"2";"0";"18";"1";"0";"34";"3";"0";"23";"1";"0";"7";"0";"0";"21";"3";"0";"25";"1"
"hsa-mir-34b";"inter";"BTG4";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-34b/";"0";"34";"2";"0";"32";"2";"0";"36";"2";"0";"40";"3";"0";"29";"2";"0";"13";"2";"0";"16";"2";"0";"29";"2";"0";"36";"2";"0";"42";"4";"0";"28";"4";"0";"38";"3";"0";"32";"2";"0";"88";"5";"0";"37";"2";"0";"17";"1";"0";"50";"6";"0";"38";"3";"0";"39";"4";"0";"59";"4";"0";"49";"2";"0";"36";"3";"0";"35";"3";"0";"32";"2";"0";"16";"2";"0";"37";"4";"0";"32";"3";"0";"52";"3";"0";"35";"3";"0";"32";"3";"0";"29";"2";"0";"25";"4";"0";"41";"3";"0";"36";"3";"0";"60";"3";"0";"41";"2";"0";"19";"2";"0";"45";"5";"0";"39";"3"
"hsa-mir-99b";"inter";"LINC00085";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-99b/";"0";"7";"0";"0";"5";"0";"0";"4";"0";"0";"4";"0";"0";"2";"0";"0";"2";"0";"0";"1";"0";"0";"2";"0";"0";"5";"0";"0";"7";"0";"0";"1";"0";"0";"5";"0";"0";"6";"0";"0";"9";"0";"0";"7";"0";"0";"1";"0";"0";"9";"0";"0";"2";"0";"0";"10";"0";"0";"7";"0";"0";"7";"0";"0";"1";"0";"0";"7";"0";"0";"7";"0";"0";"1";"0";"0";"3";"0";"0";"7";"0";"0";"2";"0";"0";"4";"0";"0";"4";"0";"0";"7";"0";"0";"6";"0";"0";"3";"0";"0";"6";"0";"0";"8";"0";"0";"1";"0";"0";"4";"0";"0";"6";"0";"0";"7";"0"
"hsa-mir-296";"inter";"GNAS-AS1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-296/";"0";"21";"0";"0";"15";"0";"0";"18";"1";"0";"20";"0";"0";"19";"0";"0";"5";"0";"0";"7";"0";"0";"13";"0";"0";"27";"0";"0";"29";"0";"0";"16";"0";"0";"18";"0";"0";"13";"0";"0";"63";"0";"0";"22";"0";"0";"9";"0";"0";"40";"0";"0";"22";"0";"0";"22";"0";"0";"37";"0";"0";"33";"0";"0";"11";"0";"0";"22";"0";"0";"22";"0";"0";"5";"0";"0";"27";"0";"0";"22";"0";"0";"21";"1";"0";"21";"0";"0";"18";"0";"0";"17";"0";"0";"23";"0";"0";"27";"0";"0";"28";"0";"0";"50";"0";"0";"22";"0";"0";"10";"0";"0";"28";"0";"0";"27";"0"
"hsa-mir-130b";"inter";"SDF2L1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-130b/";"0";"39";"0";"0";"22";"0";"0";"32";"1";"0";"39";"1";"0";"23";"0";"0";"12";"0";"0";"13";"0";"0";"24";"0";"0";"36";"1";"0";"48";"1";"0";"23";"0";"0";"32";"0";"0";"19";"0";"0";"91";"0";"0";"39";"0";"0";"15";"0";"0";"55";"1";"0";"32";"0";"0";"36";"0";"0";"57";"1";"0";"61";"0";"0";"25";"0";"0";"39";"1";"0";"28";"0";"0";"16";"0";"0";"38";"1";"0";"30";"0";"0";"47";"0";"0";"34";"0";"0";"40";"0";"0";"24";"0";"0";"30";"1";"0";"38";"0";"0";"43";"1";"0";"58";"1";"0";"36";"0";"0";"22";"0";"0";"41";"1";"0";"36";"1"
"hsa-mir-30e";"intra";"NFYC";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-30e/";"0";"30";"0";"0";"30";"0";"0";"25";"0";"0";"32";"0";"0";"22";"0";"0";"11";"0";"0";"14";"0";"0";"21";"0";"0";"31";"0";"0";"46";"0";"0";"24";"0";"0";"36";"0";"0";"27";"0";"0";"88";"0";"0";"54";"1";"0";"13";"0";"0";"56";"0";"0";"32";"0";"0";"35";"0";"0";"60";"0";"0";"50";"0";"0";"29";"0";"0";"32";"0";"0";"35";"0";"0";"16";"0";"0";"32";"0";"0";"31";"0";"0";"48";"0";"0";"39";"0";"0";"32";"0";"0";"21";"0";"0";"31";"0";"0";"26";"0";"0";"39";"0";"0";"61";"0";"0";"31";"0";"0";"18";"0";"0";"42";"1";"0";"41";"0"
"hsa-mir-26a-2";"intra";"CTDSP2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-26a-2/";"0";"21";"3";"0";"24";"1";"0";"20";"1";"0";"16";"2";"0";"12";"1";"0";"8";"2";"0";"5";"1";"0";"11";"1";"0";"27";"2";"0";"34";"1";"0";"13";"1";"0";"24";"1";"0";"15";"2";"0";"48";"3";"0";"40";"1";"0";"7";"0";"0";"43";"4";"0";"25";"2";"0";"25";"2";"0";"49";"6";"0";"42";"3";"0";"18";"2";"0";"27";"1";"0";"22";"1";"0";"11";"1";"0";"20";"3";"0";"20";"2";"0";"32";"1";"0";"24";"1";"0";"22";"4";"0";"14";"1";"0";"24";"2";"0";"16";"2";"0";"33";"4";"0";"44";"3";"0";"22";"1";"0";"11";"0";"0";"29";"1";"0";"29";"2"
"hsa-mir-361";"intra";"CHM";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-361/";"0";"33";"0";"0";"29";"0";"0";"22";"0";"0";"34";"0";"0";"27";"0";"0";"14";"0";"0";"12";"0";"0";"21";"0";"0";"38";"0";"0";"41";"1";"0";"24";"0";"0";"33";"0";"0";"26";"0";"0";"76";"1";"0";"39";"0";"0";"18";"0";"0";"55";"0";"0";"44";"0";"0";"33";"0";"0";"49";"0";"0";"50";"0";"0";"26";"0";"0";"39";"0";"0";"32";"0";"0";"14";"0";"0";"36";"0";"0";"33";"1";"0";"46";"0";"0";"39";"0";"0";"29";"0";"0";"30";"0";"0";"26";"0";"0";"34";"0";"0";"38";"0";"0";"58";"0";"0";"39";"0";"0";"19";"0";"0";"43";"0";"0";"41";"0"
"hsa-mir-362";"intra";"CLCN5";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-362/";"0";"29";"0";"0";"18";"0";"0";"17";"0";"0";"25";"0";"0";"19";"0";"0";"9";"0";"0";"6";"0";"0";"12";"0";"0";"28";"0";"0";"28";"0";"0";"18";"0";"0";"24";"0";"0";"31";"0";"0";"60";"0";"0";"28";"0";"0";"8";"0";"0";"38";"0";"0";"29";"0";"0";"30";"0";"0";"43";"0";"0";"37";"0";"0";"20";"0";"0";"21";"0";"0";"15";"0";"0";"7";"0";"0";"29";"0";"0";"18";"0";"0";"35";"0";"0";"26";"0";"0";"19";"0";"0";"21";"0";"0";"17";"0";"0";"20";"0";"0";"29";"0";"0";"49";"0";"0";"31";"0";"0";"15";"0";"0";"35";"0";"0";"31";"0"
"hsa-mir-363";"inter";"CCDC160";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-363/";"0";"26";"0";"0";"25";"0";"0";"22";"0";"0";"27";"0";"0";"19";"0";"0";"9";"0";"0";"9";"0";"0";"16";"0";"0";"32";"0";"0";"43";"1";"0";"22";"0";"0";"22";"0";"0";"18";"0";"0";"71";"0";"0";"33";"0";"0";"15";"0";"0";"53";"1";"0";"30";"0";"0";"26";"0";"0";"41";"1";"0";"46";"1";"0";"25";"0";"0";"26";"0";"0";"23";"0";"0";"7";"0";"0";"35";"0";"0";"22";"0";"0";"33";"0";"0";"26";"0";"0";"14";"0";"0";"18";"0";"0";"25";"1";"0";"20";"0";"0";"28";"0";"0";"48";"0";"0";"34";"0";"0";"18";"0";"0";"34";"0";"0";"39";"0"
"hsa-mir-302b";"intra";"LARP7";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-302b/";"0";"31";"1";"0";"26";"0";"0";"24";"0";"0";"34";"0";"0";"21";"0";"0";"9";"0";"0";"14";"0";"0";"25";"0";"0";"31";"0";"0";"46";"0";"0";"21";"0";"0";"38";"0";"0";"24";"0";"0";"90";"1";"0";"40";"0";"0";"11";"0";"0";"59";"0";"0";"29";"0";"0";"33";"0";"0";"66";"0";"0";"56";"0";"0";"29";"0";"0";"34";"0";"0";"30";"0";"0";"13";"0";"0";"36";"0";"0";"26";"0";"0";"43";"0";"0";"34";"0";"0";"32";"1";"0";"31";"0";"0";"30";"0";"0";"30";"0";"0";"30";"0";"0";"64";"0";"0";"35";"0";"0";"14";"0";"0";"42";"0";"0";"41";"0"
